,city,order_date,source,order_id,booking_amount,actual_city_name,seller_locality,payment_mode,logistic_provider_name,fulfillment_type,package_type,sample_type,Radiography
3746,MUMBAI,05-01-2023,Inbound-SEM,63b64a168e918bd006f4acf6,3558,MUMBAI,BORIVALI WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3747,MUMBAI,05-01-2023,Exotel Lead,63b64d1049867a9635e71f96,4000,MUMBAI,BHANDUP,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3748,PUNE,05-01-2023,APP,63b64f728e918bcaebf4ae11,840,PUNE,KHARADI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3749,PUNE,05-01-2023,Inbound-SEM,63b6637e8e918b5231f4b2a5,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3750,BENGALURU,05-01-2023,APP,63b670db49867ac38fe72756,960,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3751,BENGALURU,05-01-2023,Exotel Lead,63b67bc449867a5de6e729a1,15000,BENGALURU,HEBBAL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3752,Other,05-01-2023,Diagright-Base,63b691848e918b601cf4bc58,1170.3,Jamshedpur,INDIA,POD,Lifecell HA,AT-HOME,HA,other,HAother
3753,DELHI,05-01-2023,Inbound-SEM,63b6a0968e918bb349f4c048,4800,DELHI,ROHINI SECTOR 7A,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3754,BENGALURU,05-01-2023,Opportunity,63b6a3818e918bf358f4c0ea,630,BENGALURU,KAIKONDRAHALLI,POD,,AT-CENTER,RTPCR,other,RTPCRother
3755,Bengaluru,05-01-2023,Opportunity,63b6adc949867a2bc0e73443,3310.3,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3756,BENGALURU,05-01-2023,Inbound-SEM,63b6ebe28e918bcdc2f4d148,6375,BENGALURU,HSR LAYOUT,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3757,DELHI,05-01-2023,APP,63b6f25d49867ab1bae74222,2590,DELHI,JANAKPURI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3758,HYDERABAD,06-01-2023,Inbound Lead,63b78c2a49867ae4e5e75224,5780,HYDERABAD,MIYAPUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3759,DELHI,06-01-2023,Inbound-SEM,63b79eca8e918b4064f4e3f2,720,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3760,BENGALURU,06-01-2023,WEB_ORDER,63b7a2018e918b7099f4e475,750,BENGALURU,PADMANABHANAGAR,ONLINE,,AT-CENTER,HA,other,HAother
3761,MUMBAI,06-01-2023,APP,63b7c2dc49867a4066e75c98,4200,MUMBAI,KURLA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3762,CHENNAI,06-01-2023,APP,63b7c65a49867a3004e75d83,0,CHENNAI,MADIPAKKAM,POD,,AT-CENTER,HA,other,HAother
3763,DELHI,06-01-2023,Post-PD,63b7da9249867a5e59e761d3,350,DELHI,SECTOR 51,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3764,DELHI,06-01-2023,Inbound-SEM,63b7e8e049867a2d04e76496,2700,DELHI,GREEN PARK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3765,DELHI,06-01-2023,Inbound-SEM,63b8042e8e918b1f0df4f7ed,8315,DELHI,HAUZ KHAS,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3766,HYDERABAD,06-01-2023,Outbound Lead,63b816bd49867a4b70e76f97,850,HYDERABAD,KONDAPUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3767,NAVI MUMBAI,06-01-2023,Exotel Lead,63b824ea49867aee69e77278,3825,NAVI MUMBAI,PANVEL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3768,Bengaluru,06-01-2023,APP,63b8332f49867a648de775ac,480,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
3769,DELHI,06-01-2023,APP,63b839698e918b721ef505e7,675,DELHI,PITAM PURA,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3770,DELHI,06-01-2023,WEB_ORDER,63b8631e8e918b2f99f50ab5,750,DELHI,NEHRU ENCLAVE,ONLINE,,AT-CENTER,HA,other,HAother
3771,Other,07-01-2023,APP,63b8e0cf8e918b68fbf50eca,2597, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3772,CHENNAI,07-01-2023,APP,63b8f8958e918bbe44f512a2,2950,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3773,MUMBAI,07-01-2023,Inbound-SEM,63b9057f8e918b9625f5154b,3833,MUMBAI,KALWA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3774,BENGALURU,07-01-2023,Inbound-SEM,63b90a4649867a483ee78780,3557.5,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3775,MUMBAI,07-01-2023,Inbound-SEM,63b90dae49867a82f9e78893,2625,MUMBAI,KALWA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3776,DELHI,07-01-2023,Inbound-SEM,63b916778e918bda8ff5194e,840,DELHI,S J ENCLAVE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3777,DELHI,07-01-2023,Exotel Lead,63b9196449867adbcce78b12,1500,DELHI,UTTAM NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3778,BENGALURU,07-01-2023,Inbound-SEM,63b9467049867a5440e794dd,960,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3779,BENGULURU,07-01-2023,APP,63b95ee08e918bd528f526e4,1530,BENGULURU,RAMAMURTHI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3780,GURUGRAM,07-01-2023,Inbound-SEM,63b985008e918b40bdf52e83,7650,GURUGRAM,SUSHANT LOK-1,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3781,BENGALURU,07-01-2023,Exotel Lead,63b9878949867a72dde7a0fd,1400,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3782,MUMBAI,07-01-2023,Exotel Lead,63b98adb49867a5ec2e7a1ab,900,MUMBAI,MULUND (W),POD,,AT-CENTER,Lab-Test,other,Lab-Testother
3783,DELHI,07-01-2023,Outbound Lead,63b99c838e918b7601f53240,540,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3784,DELHI,07-01-2023,Inbound-SEM,63b99f0a49867a2893e7a573,7650,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3785,BENGALURU,08-01-2023,Outbound Lead,63ba2fea8e918bb3c0f5383b,1500,BENGALURU,RAJAJI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3786,CHENNAI,08-01-2023,WEB_ORDER,63ba36bc49867a027ce7ac63,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3787,DELHI,08-01-2023,Inbound-SEM,63ba418d8e918b8a27f53ab0,520,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3788,DELHI,08-01-2023,Outbound Lead,63ba58e88e918b6340f53f05,8000,DELHI,S J ENCLAVE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3789,Hyderabad,08-01-2023,WEB_ORDER,63ba5d3d8e918b134bf53ff7,0,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3790,DELHI,08-01-2023,Exotel Lead,63ba64208e918be5f3f541fa,10000,DELHI,PASHCHIM VIHAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3791,BENGALURU,08-01-2023,Exotel Lead,63ba685249867acf24e7b675,3415,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3792,CHENNAI,08-01-2023,WEB_ORDER,63ba73e249867a2cc1e7b916,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3793,DELHI,08-01-2023,Outbound Lead,63ba7b0d8e918b66cff546fc,675,DELHI,GREEN PARK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3794,Bengaluru,08-01-2023,Inbound Lead,63ba88a78e918b4d5ef549c4,1599.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3795,HYDERABAD,08-01-2023,Outbound Lead,63baa2ab8e918b6749f54ee8,350,HYDERABAD,VENGAL RAO NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3796,Other,08-01-2023,Opportunity,63baad048e918be963f55042,1710.3,Bhali Anandpur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3797,DELHI,08-01-2023,Inbound Lead,63bad58649867afef7e7cc61,1020,DELHI,JASOLA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3798,Other,08-01-2023,APP,63badd4649867a6701e7cdd2,1179,Jamshedpur,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3799,CHENNAI,08-01-2023,WEB_ORDER,63baec0c8e918b6f97f55c1b,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
3800,Bengaluru,09-01-2023,WEB_ORDER,63bb1c7a8e918b46d4f560bf,890,Sompura,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3801,Bengaluru,09-01-2023,Opportunity,63bb9c178e918b4669f56794,1708.3,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
3802,NAVI MUMBAI,09-01-2023,Exotel Lead,63bbabee8e918b5908f56e0d,225,NAVI MUMBAI,VASHI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3803,BENGALURU,09-01-2023,Inbound-SEM,63bbb3ca49867a56efe7e543,5120,BENGALURU,YELAHANKA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3804,BENGALURU,09-01-2023,APP,63bbb54049867a0c39e7e5a1,0,BENGALURU,PADMANABHANAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3805,BENGALURU,09-01-2023,APP,63bbc7fe8e918b3fc8f5775d,4232.5,BENGALURU,RAJAJI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3806,Other,09-01-2023,HealthifyMe,63bbcc3949867a0021e7ec1d,0,Amet,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3807,BENGALURU,09-01-2023,Outbound Lead,63bbd0168e918b6629f57918,6295,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3808,CHENNAI,09-01-2023,APP,63bbd59149867a7b86e7edd0,0,CHENNAI,CHROMEPET,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
3809,Other,09-01-2023,App Upgrade,63bbda338e918ba2e2f57adb,1410.3,Coimbatore,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3810,BENGALURU,09-01-2023,Inbound-SEM,63bbdd0a8e918be31df57b80,2592.5,BENGALURU,ASHWATH NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3811,COIMBATORE,09-01-2023,Exotel Lead,63bbe3a08e918b7dcff57c8f,3600,COIMBATORE,R.S. PURAM,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3812,BENGALURU,09-01-2023,Outbound Lead,63bbe76e8e918b2fd2f57d2a,2800,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3813,MUMBAI,09-01-2023,Outbound Lead,63bbe8ea49867a3c94e7f13a,3215,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3814,Delhi,09-01-2023,Exotel Lead,63bbebda49867a5e1be7f1d2,1210.3,Noida,LAJPAT NAGAR-1,POD,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3815,BENGALURU,09-01-2023,NOTIFICATION,63bbedde8e918b07a1f57e71,950,BENGALURU,INDIRA NAGAR,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3816,Bengaluru,09-01-2023,APP,63bbf0048e918b2fe4f57ef0,699,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3817,Mumbai,09-01-2023,APP,63bbf2b88e918b3e06f57f64,2110.3,Mumbai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3818,Bengaluru,09-01-2023,APP,63bbf71f49867a724de7f43a,499,Bengaluru,BENGALURU,ONLINE,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3819,GURUGRAM,09-01-2023,Post-PD,63bbfa788e918b2a65f5814a,900,GURUGRAM,SECTOR 15,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3820,BENGALURU,09-01-2023,Opportunity,63bc045049867a1479e7f6ff,880,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3821,Bengaluru,09-01-2023,Opportunity,63bc054449867a85a7e7f718,4099.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3822,Bengaluru,09-01-2023,Opportunity,63bc05c48e918b171bf58396,4099.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3823,DELHI,09-01-2023,Support,63bc07d78e918b60a5f58410,10400,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3824,Bengaluru,09-01-2023,APP,63bc0c7f8e918b300df584da,560, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3825,Delhi,09-01-2023,APP,63bc10858e918bb923f585f7,419, ,NCR,ONLINE,lifecell-isolve 2,AT-HOME,Lab-Test,other,Lab-Testother
3826,Kolkata,09-01-2023,APP,63bc135e49867a545ce7fa02,494.1,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3827,Bengaluru,09-01-2023,APP,63bc140e49867a723be7fa2e,359, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3828,Other,09-01-2023,HealthifyMe,63bc147249867ad4b7e7fa4d,0,Warzadi,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3829,MUMBAI,09-01-2023,APP,63bc17438e918babadf587c3,1440,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3830,Hyderabad,09-01-2023,APP,63bc1c5049867a6405e7fc45,1119,Hyderabad,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3831,BENGALURU,09-01-2023,Exotel Lead,63bc1d0f49867ab976e7fc81,3655,BENGALURU,HSR LAYOUT,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3832,CHENNAI,09-01-2023,APP,63bc227349867a3f34e7fdc8,0,CHENNAI,CHROMEPET,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
3833,MUMBAI,09-01-2023,Outbound Lead,63bc23058e918b01e9f58ab8,8227,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3834,MUMBAI,09-01-2023,Exotel Lead,63bc27c48e918b2df8f58be2,4050,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3835,Bengaluru,09-01-2023,Phlebo Upsell,63bc287e8e918b89ecf58c08,700.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
3836,Hyderabad,09-01-2023,APP,63bc291b49867a2813e7ffe1,500,Hyderabad,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3837,Mumbai,09-01-2023,APP,63bc2b228e918b678ff58ca3,1588,Mumbai,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3838,Other,09-01-2023,APP,63bc2b5e49867ad775e8004b,599.3,Jamshedpur,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3839,DELHI,09-01-2023,Outbound Lead,63bc2d5d49867a0adde800b0,2975,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3840,Bengaluru,09-01-2023,Opportunity,63bc2d718e918b55eff58d45,1468.8,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3841,Bengaluru,09-01-2023,Agent Upsell,63bc2dee49867aa041e80107,1468.8,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3842,Bengaluru,09-01-2023,Agent Upsell,63bc2e4c8e918bfd70f58db3,1468.8,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3843,DELHI,09-01-2023,Inbound-SEM,63bc306449867aff8de80226,2590,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3844,Other,09-01-2023,APP,63bc34e349867ad3ade8049f,2009,Vijayawada,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3845,Hyderabad,09-01-2023,APP,63bc3f008e918b4414f594f1,371,Hyderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3846,Delhi,09-01-2023,APP,63bc4e8649867aec23e80a9e,1048,Delhi,DELHI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3847,Bengaluru,09-01-2023,APP,63bc4fb88e918b5fdaf5982d,3299,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3848,Mumbai,09-01-2023,APP,63bc523149867a8bb6e80b2e,2910,Mumbai,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3849,Delhi,09-01-2023,APP,63bc523949867a5fdde80b33,1699,New Delhi,DELHI,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
3850,Bengaluru,09-01-2023,APP,63bc529d49867a4429e80b49,3299.3, ,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3851,Bengaluru,09-01-2023,APP,63bc58e749867a26b7e80bd2,599,Bengaluru,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3852,Hyderabad,09-01-2023,APP,63bc5ca149867a64d4e80c29,0, ,BEGUMPET,NO-PAYMENT-REQUIRED,Lifecell HA,AT-HOME,HA,other,HAother
3853,Bengaluru,10-01-2023,APP,63bc6c1849867a5b22e80d61,580,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3854,Bengaluru,10-01-2023,APP,63bcb58e49867a0524e80ec7,990.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3855,Bengaluru,10-01-2023,APP,63bcb8f149867a735ee80f19,2478,Bengaluru,BENGALURU,ONLINE,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
3856,Bengaluru,10-01-2023,APP,63bcbb7949867a0808e80f2c,1423.75,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
3857,Bengaluru,10-01-2023,APP,63bccd238e918b0f15f59d87,1399.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3858,Bengaluru,10-01-2023,APP,63bccdaa49867a1114e81029,1599.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3859,Bengaluru,10-01-2023,APP,63bccfeb8e918b10fbf59dbb,0,Bengaluru,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
3860,Bengaluru,10-01-2023,APP,63bcd8ce49867a553ae8116c,1299.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
3861,DELHI,10-01-2023,Inbound-SEM,63bcd9098e918bababf59ebf,3160,DELHI,PUSA ROAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3862,Bengaluru,10-01-2023,Support,63bcdaa28e918b7a54f59f02,2668.3,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3863,Bengaluru,10-01-2023,APP,63bcdc5c8e918b6a0ef59f38,2110,Bengaluru,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3864,Bengaluru,10-01-2023,Agent Upsell,63bcdcd149867afca7e81207,440.3,Bengaluru,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3865,Delhi,10-01-2023,Opportunity,63bcdcd349867a2d0ee8120c,346.8,Ghaziabad,NCR,POD,lifecell-isolve 2,AT-HOME,Lab-Test,other,Lab-Testother
3866,BENGALURU,10-01-2023,APP,63bce1c649867a062ce81309,6882.5,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3867,Bengaluru,10-01-2023,APP,63bce24d8e918b3dc0f5a03b,0, ,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
3868,Delhi,10-01-2023,APP,63bce30849867a15ade8133d,1400.3,Gurugram,GURGOAN,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3869,Delhi,10-01-2023,APP,63bce36c8e918b5e00f5a065,1699,Delhi,NCR,POD,lifecell-isolve 2,AT-HOME,HA,other,HAother
3870,Bengaluru,10-01-2023,APP,63bce4e98e918b679ff5a0b4,2481,Bengaluru,,ONLINE,Promiso RTPCR,AT-HOME,HA,other,HAother
3871,Bengaluru,10-01-2023,APP,63bce62c49867acfc0e813bb,865.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3872,DELHI,10-01-2023,Inbound-SEM,63bce72e49867a67fce8140a,720,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3873,Delhi,10-01-2023,APP,63bce96f49867a0bdfe8147b,1649,Gurugram,GURGOAN,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
3874,Chennai,10-01-2023,APP,63bceeed8e918bfe59f5a271,1299.3,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3875,Bengaluru,10-01-2023,APP,63bcf26e49867adb04e8162b,0, ,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
3876,KOLKATA,10-01-2023,Inbound-SEM,63bcf37349867a126ce8168e,3415,KOLKATA,BHOWANIPORE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3877,DELHI,10-01-2023,WEB_ORDER,63bcf73349867ac872e8177c,5800,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3878,Kolkata,10-01-2023,APP,63bcf7908e918be068f5a447,599,Kolkata,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3879,Kolkata,10-01-2023,APP,63bcf8fa49867a3381e817db,559,Kolkata,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3880,Other,10-01-2023,Opportunity,63bcf9d549867a4fa3e81810,1710.3,Kamrup,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3881,Hyderabad,10-01-2023,APP,63bcfa5549867a5c6ae81826,1199,Hyderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
3882,Mumbai,10-01-2023,Inbound-SEM,63bcfa5a49867a4bfce81831,1210.3,Mumbai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3883,Kolkata,10-01-2023,APP,63bcfa608e918b3313f5a517,559,Kolkata,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3884,KOLKATA,10-01-2023,Exotel Lead,63bcfab149867ae290e8186b,2860,KOLKATA,BHOWANIPORE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3885,Mumbai,10-01-2023,Inbound-SEM,63bcfaef8e918b237cf5a55e,1210.3,Mumbai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3886,Chennai,10-01-2023,Opportunity,63bcfd2149867ab237e818fa,1099.3,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3887,Chennai,10-01-2023,Agent Upsell,63bcfd5f49867a2a9ce81912,1459.45,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
3888,BENGALURU,10-01-2023,Exotel Lead,63bcfeee49867aa7b0e81979,1435,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3889,Hyderabad,10-01-2023,APP,63bd017f49867a7afee819f5,1299.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
3890,Other,10-01-2023,Diagright-Base,63bd039c8e918b7b50f5a72d,1310.3,Begusarai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3891,CHENNAI,10-01-2023,Exotel Lead,63bd07558e918b42cdf5a801,1485,CHENNAI,AMBATTUR OT,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3892,Hyderabad,10-01-2023,APP,63bd08d549867a1bece81b8a,1710, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3893,Bengaluru,10-01-2023,APP,63bd08db49867a0735e81b8f,1299,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
3894,Hyderabad,10-01-2023,APP,63bd099849867a90a0e81bd4,1539.3,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3895,Hyderabad,10-01-2023,APP,63bd09bb49867a26ebe81bdf,1710.3,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3896,Mumbai,10-01-2023,APP,63bd09fe8e918b0fecf5a8d9,350, ,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3897,Bengaluru,10-01-2023,APP,63bd0a0249867a8237e81c12,750.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3898,Hyderabad,10-01-2023,APP,63bd0a4e49867a7331e81c3d,450.3,Hyderabad,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
3899,Mumbai,10-01-2023,APP,63bd0bad8e918b5701f5a99d,2918, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
3900,BENGALURU,10-01-2023,Inbound-SEM,63bd0bf049867a48b3e81d24,3415,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
3901,Bengaluru,10-01-2023,PDF-VIEW,63bd0cc28e918b6b17f5aa32,1370,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
3902,Other,10-01-2023,Diagright-Base,63bd0d2849867a0452e81db4,710.3,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
3903,Other,10-01-2023,Diagright-Upsell,63bd0d7849867a2024e81de1,649.3,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
